eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
199607053,1996-06-30,TO Canada Day Open,ON,36,0,3.5,2447,2300,R
199609023,1996-06-16,Hart House O,ON,17,0,4.0,2348,2308,R
199609080,1996-08-11,NBIO Open Section,ON,79,103427,4.0,2110,2272,R
199611052,1996-11-10,Remembrance Day Open,ON,36,106693,3.0,2293,2276,R
199701070,1996-12-29,Toronto Xmas Open,ON,44,100902,1.5,1967,2226,R
199803057,1998-03-08,Toronto Class Open,ON,24,0,1.5,1954,2182,R
199805016,1998-04-12,Toronto Open,ON,38,0,3.0,2136,2171,R
199805088,1998-05-24,Scarb CC Sunday Sunshine,ON,39,0,5.0,2325,2197,R
199805089,1998-05-24,SCC Thursday Spring RR 1,ON,8,0,4.5,2305,2227,R
199806007,1998-05-18,Toronto International Open,ON,54,0,3.5,2202,2219,R
199807031,1998-06-25,Scarborough CC Spring Swiss,ON,49,0,6.0,2410,2295,R
199807046,1998-07-19,1998 Canadian Open,ON,223,101613,6.5,2152,2246,R
199808031,1998-08-09,FCGIO Open,ON,65,0,4.0,2174,2220,R
199809041,1998-09-07,Macedonian Open,ON,73,106342,3.0,2151,2203,R
199902054,1999-02-16,Toronto Closed,ON,10,0,3.5,2207,2204,R
199903038,1999-03-07,99 TO Class Master,ON,25,0,3.0,2307,2215,R
199903052,1999-02-20,SCC Club Feb Active,ON,33,0,4.5,2009,2119,Q
199904029,1999-04-04,1999 Toronto Open,ON,53,0,2.5,2041,2196,R
199906110,1999-06-20,1999 Fathers Day Open,ON,43,100942,2.0,2109,2180,R
199906115,1999-04-30,Scarborough April Active,ON,28,0,3.0,2070,2104,Q
199908066,1999-08-22,1999 August Summer Open,ON,27,100942,2.0,2088,2159,R
199909026,1999-09-06,Macedonian Open,ON,33,0,1.5,2027,2125,R
199910019,1999-09-25,Dutton Chess Club Active 2,ON,22,100942,4.5,2202,2135,Q
200002068,2000-02-06,St Valentines Day Champ Open,ON,20,100942,1.5,2028,2107,R
200004099,2000-03-18,Scarborough Spring Active,ON,34,0,4.5,2076,2162,Q
200005019,2000-04-23,2000 Toronto Open Chess Champ,ON,46,0,2.0,2178,2123,R
200008034,2000-08-20,Toronto Summer International Open,ON,60,100942,2.0,2038,2099,R
200102104,2001-02-11,St Valentines Day Champ 2001 Open,ON,13,0,2.5,2178,2111,R
200103069,2001-03-11,2001 Toronto Class Champs Masters,ON,19,0,1.5,1927,2080,R
200105146,2001-05-21,DCC Victoria Day Open,ON,13,0,3.5,2133,2085,R
200106062,2001-06-17,Fathers Day Open,ON,13,0,3.0,2135,2094,R
200107005,2001-07-01,2001 Canada Day Open,ON,22,0,4.0,2173,2112,R
200108023,2001-08-06,DCC 2001 Simcoe Day Champs Open,ON,16,0,3.0,2249,2143,R
200109058,2001-09-23,Ottawa Open 2001 Open,ON,12,0,2.5,2200,2155,R
200111032,2001-11-11,DCC Toronto Remembrance Day Open,ON,25,0,3.0,2224,2171,R
200201007,2001-12-30,2001 Toronto Christmas Open,ON,22,0,2.5,2128,2162,R
200202065,2002-02-09,2002 Toronto Closed Championship,ON,12,0,7.0,2227,2189,R
200202089,2002-02-17,DCC St Valentines Open,ON,24,0,3.0,2345,2207,R
200203081,2002-03-10,DCC Toronto Class Open,ON,19,0,1.5,2046,2191,R
200205107,2002-05-20,DCC Victoria Day 2002 Open,ON,21,0,3.0,2058,2158,R
200206091,2002-06-16,DCC Fathers Day Open,ON,19,0,3.0,2256,2176,R
200207020,2002-07-01,DCC 2002 Canada Day Open,ON,29,0,4.0,2273,2200,R
200208036,2002-08-11,Guelph Pro Am International Open,ON,49,0,4.5,2319,2222,R
200209008,2002-09-02,Toronto Labour Day Open,ON,26,0,3.5,2053,2210,R
200211037,2002-11-10,DCC 2002 Remembrance Day Open,ON,18,0,3.0,2235,2213,R
200212004,2002-11-16,KW Game in 1 Championship,ON,8,0,2.5,1827,2188,R
200212093,2002-12-21,DCC December Active 32 Open,ON,25,0,3.0,2055,2134,Q
200301043,2003-01-12,RA Winter Open,ON,31,0,3.0,2233,2199,R
200302051,2003-02-02,Guelph Winter Pro Am Open,ON,13,0,2.5,2217,2202,R
200304026,2003-03-28,2003 Toronto Closed Ch,ON,12,0,7.0,2189,2196,R
200305035,2003-04-20,John Morrison Memorial Group 3,ON,6,0,3.5,2219,2199,R
200305168,2003-05-25,Povilas Vaitonis Memorial Section 1,ON,6,0,0.0,1903,2141,R
200306021,2003-05-26,Monday Night Tourney 2,ON,4,0,2.0,2096,2133,R
200308021,2003-08-10,2003 Guelph ProAm Int Open,ON,38,0,2.5,2078,2114,R
200309009,2003-08-24,BGC Summer Masters Double RR,ON,5,0,2.5,2152,2128,R
200309029,2003-09-01,Labour Day Macedonian U2200,ON,14,0,4.0,2141,2131,R
200310088,2003-10-13,BGC 2003 Thanksgiving Open,ON,21,0,4.0,2124,2129,R
200311042,2003-11-16,BGC Remembrance Day Swiss,ON,18,0,3.0,2190,2141,R
200312052,2003-12-29,BGC Holiday Open,ON,42,0,4.0,2157,2146,R
200404015,2004-04-01,2004 Toronto Closed Ch Reserves A,ON,11,0,7.5,2305,2200,R
200404047,2004-04-11,2004 Toronto Easter Open,ON,16,0,2.5,2234,2205,R
200407059,2004-06-20,June BGC Open,ON,26,0,3.0,1955,2184,R
200408041,2004-08-01,BGC Summer Masters,ON,8,0,1.0,1893,2116,R
200408045,2004-08-08,BGC August Open,ON,25,0,3.0,2194,2129,R
200409031,2004-08-29,Canadian Closed 2004,ON,69,0,3.0,2049,2099,R
200410113,2004-10-11,Toronto Thanksgiving Open  U2200,ON,15,0,4.0,2144,2109,R
200412018,2004-11-08,BGC  No 56,ON,8,0,4.5,2242,2146,R
200412055,2004-11-21,November Open  2004,ON,37,0,2.0,1815,2093,R
200501095,2004-12-30,Holidays Open 2004,ON,31,0,4.0,2108,2098,R
