eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
199705009,1997-04-13,Brockville Open,ON,20,0,4.0,2219,2299
199705032,1997-04-24,RA Spring Frost A,ON,6,0,0.0,1912,2237
199705093,1997-05-19,Toronto International Open,ON,45,100902,2.5,2065,2196
199709051,1997-09-21,Sunday Pick Up 1,ON,14,0,2.0,2402,2212
199711017,1997-10-30,RA OKeefe,ON,58,101613,4.0,1931,2149
199712047,1997-12-11,Autumn Frost B,ON,4,0,3.0,2203,2162
199802080,1998-02-19,RA Club Championship,ON,57,0,5.5,2424,2260
199803073,1998-03-15,RA Spring Open,ON,87,0,2.5,2306,2267
199806007,1998-05-18,Toronto International Open,ON,54,0,4.0,2265,2266
199807046,1998-07-19,1998 Canadian Open,ON,223,101613,5.5,2153,2224
199809007,1998-08-13,Renfrew Open,ON,31,100319,3.5,2433,2266
199811027,1998-10-15,RA OKeefe 1998,ON,50,101613,4.0,2004,2252
199901004,1998-12-10,RA Autum Frost,ON,50,0,3.0,2373,2265
199902056,1999-02-18,RA Club Championship,ON,47,0,5.0,2359,2280
199904010,1999-03-21,RA Spring Open Sec 1,ON,16,101613,2.5,2178,2272
199905078,1999-05-02,Arnprior Open,ON,37,0,2.5,2204,2265
199908035,1999-07-22,Voloaca vs Hum,ON,2,0,0.5,2023,2255
199908047,1999-08-08,99 FCGIO Open,ON,67,0,2.5,1927,2202
199909005,1999-08-22,Renfrew Open,ON,31,109428,2.5,2136,2195
199911029,1999-10-21,Okeefe 1999,ON,52,0,4.0,1971,2148
200001036,2000-01-06,RA Autumn Frost,ON,45,0,3.5,2380,2184
200003011,2000-02-17,RA Club Champioship,ON,48,0,4.5,2198,2191
200005003,2000-04-02,RA Spring Frost,ON,44,101613,3.5,2321,2205
200008041,2000-08-27,Renfrew Open,ON,24,0,3.5,2163,2204
200011026,2000-10-26,RA OKeefe 2000,ON,48,0,4.0,2253,2208
200012090,2000-11-30,RA Autumn Frost,ON,36,0,2.0,2358,2217
200102111,2001-02-15,RA Club Championship 2001,ON,42,0,5.5,2284,2229
200111094,2001-11-19,Ottawa Closed Championship,ON,7,0,3.0,2323,2241
200202088,2002-02-14,RA Club Championship,ON,50,0,4.0,2091,2224
200203004,2002-02-10,Kingston Open,ON,26,0,3.0,2227,2224
200208054,2002-08-25,2002 Renfrew Open,ON,32,0,3.5,2209,2226
200210185,2002-10-24,Ron F Rodgers Memorial 2002,ON,42,0,4.5,2060,2221
200212019,2002-11-28,RA Autumn Frost A,ON,6,0,2.5,2385,2234
200212030,2002-12-01,2002 Ottawa Closed Reserve,ON,7,0,3.5,2238,2234
200302044,2003-02-02,2003 Kingston Open,ON,13,0,3.5,2230,2234
200303044,2003-02-20,RA Club Championship,ON,51,0,4.5,2165,2228
200304071,2003-04-03,RA Spring Frost Section 2,ON,4,0,3.5,2248,2230
200310098,2003-10-23,2003 RF Rodgers Memorial Open,ON,44,0,4.0,1993,2209
200311066,2003-11-27,RA Autumn Frost Section 1,ON,6,0,2.5,2221,2210
200402055,2004-02-19,2004 RA Club Championship,ON,66,0,5.0,2015,2190
200404002,2004-04-01,2004 RA Spring Frost  B,ON,4,0,3.5,2318,2208
200412013,2004-11-01,Ron F Rodgers Memorial 2004,ON,41,0,5.0,2179,2206
200501039,2004-12-16,RA Autumn Frost 2004 Group A,ON,6,0,1.0,2023,2182
200501047,2004-12-16,RA Autumn Frost 2004 Pickup,ON,20,0,1.0,1661,2182
200503009,2005-02-17,2005 RA Club Championship,ON,61,0,5.5,2095,2178
200504054,2005-03-31,2005 RA Spring Thaw  Section 2,ON,4,0,3.0,1987,2131
200510172,2005-10-20,Ron F Rodgers 2005 Open,ON,38,0,4.0,2122,2130
200512063,2005-12-01,2005 RA Autumn Frost A,ON,6,0,0.5,1864,2088
200602077,2006-02-16,2006 RA Club Championship,ON,43,120736,4.0,2085,2092
200604088,2006-04-06,RACC 2006 Spring Thaw RR Section 2,ON,4,107184,3.5,2192,2117
200610150,2006-10-26,Ron F Rodgers Open Section 2006,ON,36,106856,5.0,2230,2149
200612079,2006-12-07,RACC Autumn Frost Section A,ON,6,107184,1.5,2074,2174
200702095,2007-02-15,RA Club Championship,ON,47,120736,3.5,2006,2156
200706184,2007-07-15,2007 Canadian Open,ON,280,100944,5.0,2108,2152
200711054,2007-11-01,Ron F Rodgers 2007,ON,39,106856,3.5,2111,2149
200712037,2007-12-06,Autumn Frost Tournament Section A,ON,6,107158,2.0,2111,2142
200802124,2008-02-21,RACC Championship 2008,ON,49,102011,5.5,2270,2187
200804096,2008-04-10,RA Spring Thaw Section B,ON,4,107158,3.0,2166,2181
201003004,2010-03-04,2010 RA Chess Club Ch,ON,44,102011,4.0,2145,2190
