eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
202306073,2023-06-11,Nova Scotia Open 2023,NS,40,103179,3.5,2138,2258,R
202307023,2023-06-24,Chess Education Blitz June,ON,16,162159,10.0,1823,2259,Q
202307024,2023-07-03,2023 Maritime Online Rapid 7 Open,PE,10,100145,4.0,1893,2249,Q
202311066,2023-11-12,Saint Mary's Open 2023,NS,31,103179,4.5,2267,2262,R
202311097,2023-11-20,2023 Maritime CC Online Rapid 11,PE,14,100145,5.0,2036,2251,Q
202401018,2023-12-27,Layer December Blitz 2023,ON,9,181013,8.0,1752,2252,Q
202401027,2024-01-08,2024 Maritime CC Online Rapid #1,PE,13,100145,5.0,1930,2254,Q
202402143,2024-02-16,Layer February Rapid 2024,ON,4,181013,3.0,1720,2254,Q
202403014,2024-03-03,2024 Dalhousie Chess Championship,NS,6,157648,4.5,2453,2295,R
202404074,2024-04-14,Halifax Open 2024,NS,36,126660,4.0,2327,2310,R
202406101,2024-06-16,2024 Nova Scotia Open,NS,29,103179,4.5,2257,2327,R
202407087,2024-07-18,Canadian Open 2024 Section  A,QC,134,106007,5.5,2258,2321,R
202408026,2024-08-03,New Brunswick Tornado Championship,NB,12,136791,3.5,2393,2340,R
202408089,2024-08-25,Nova Scotia Closed 2024,NS,6,126660,3.0,2312,2337,R
202410052,2024-10-06,2024 Dalhousie Open,NS,30,157648,4.5,2237,2353,R
202411102,2024-11-10,Saint Mary's Open 2024,NS,35,103179,4.5,2199,2352,R
202412126,2024-12-19,Atlantic Xmas Festival Rapid Open,NS,21,147732,4.5,2186,2256,Q
202412127,2024-12-21,Atlantic Xmas Festival Blitz,NS,20,147732,11.5,2158,2249,Q
