eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
201810065,2018-10-21,2018 Aurora Fall Open - MASTER,ON,29,147050,4.0,2459,2401
201810089,2018-10-28,2018 Guelph Fall ProAm Pro,ON,11,111830,4.5,2455,2419
201902005,2019-02-03,Guelph Winter ProAm Pro,ON,18,111830,4.5,2583,2448
201904052,2019-04-14,Guelph Spring ProAm Pro,ON,12,111830,5.0,2561,2472
201909011,2019-09-02,Toronto Open 2019 Crown,ON,17,102713,3.5,2391,2463
201909034,2019-09-22,Lake Huron Fall ProAm Pro,ON,14,111830,4.5,2441,2468
201910006,2019-09-29,NothernOntarioChampionship2019,ON,26,148663,4.0,2229,2462
201910063,2019-10-19,2019 Aurora Fall Open - MASTER,ON,17,147050,3.5,2444,2462
201910068,2019-10-13,Canadian International Open O2100,QC,55,0,0.5,0,2462
201911028,2019-11-03,Guelph Fall ProAm Pro,ON,15,111830,4.0,2446,2462
202002069,2020-02-23,IM Norm Invitational,ON,10,135185,3.5,2285,2429
202110001,2021-10-03,Horse & Buggy Open,ON,46,110732,4.5,1985,2426
202209047,2022-09-06,Quebec Open 2022 Section A,QC,46,106007,7.0,2456,2437
202211031,2022-11-06,2022 National Capital Open,ON,37,106856,4.0,2552,2447
202301050,2023-01-22,2023 Ottawa Winter Open,ON,32,106856,4.0,2589,2466
202302055,2023-02-12,Carnaval de Québec 2023A,QC,22,161369,4.0,2402,2467
202405010,2024-04-28,Tournoi Germain Laplante 2024,QC,45,188678,5.0,2609,2496
202407087,2024-07-18,Canadian Open 2024 Section  A,QC,134,106007,6.0,2538,2515
