eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
199708038,1997-08-10,NBIO Open,ON,59,120817,4.5,2369,2320
199808031,1998-08-09,FCGIO Open,ON,65,0,6.0,2510,2354
199809041,1998-09-07,Macedonian Open,ON,73,106342,4.5,2469,2368
199908047,1999-08-08,99 FCGIO Open,ON,67,0,4.5,2362,2367
200001032,1999-12-29,Pan American Intercollegiate Team,ON,135,110210,4.5,2223,2361
200005019,2000-04-23,2000 Toronto Open Chess Champ,ON,46,0,3.0,2251,2352
200106043,2001-05-29,GTCL 2000 2001 League,ON,56,0,3.0,2410,2359
200206044,2002-06-05,GTCL 2001 2002 Season,ON,61,0,3.0,2417,2364
200306005,2003-05-12,GTCL 2002 2003 League,ON,49,0,1.0,2118,2350
200406007,2004-05-04,GTCL League and Cup 2004,ON,20,0,0.5,2223,2347
200506068,2005-05-31,GTCL 2004 2005 League,ON,44,0,1.0,2322,2348
