eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
201911048,2019-11-10,2019 National Capital U1600,ON,16,106856,2.0,1161,1161,R
201912023,2019-11-30,NYYCC 1 U10,ON,50,130308,3.0,740,740,Q
201912032,2019-12-08,2019 RA December U1600,ON,18,106856,3.0,1329,1245,R
202001035,2020-01-19,2020 Ottawa Winter U1600,ON,24,106856,1.5,1247,1246,R
202003008,2020-03-01,2020 RA March U1600,ON,17,106856,1.0,990,1179,R
202012001,2020-11-20,CIC Nov 20 PA Day,ON,25,0,4.0,856,803,Q
202012013,2020-11-27,CIC PA Day Tournament,ON,8,0,4.0,880,827,Q
202012043,2020-12-27,CIC End of 2020 Swiss,ON,60,0,5.0,1123,917,Q
202108036,2021-08-19,EMC Rapid Online,ON,27,135185,2.5,1479,1039,Q
202108038,2021-08-22,EMC Online Rapid,ON,31,135185,2.0,1265,1113,Q
202110030,2021-10-21,2021 RA Welcome,ON,49,106856,3.5,1603,1313,R
202111009,2021-11-07,2021 National Capital U1600,ON,31,106856,3.0,1356,1348,R
202111025,2021-11-14,Mississauga Fall Open,ON,24,135185,1.5,1558,1393,R
202112001,2021-11-25,2021 RA Pickup 2,ON,49,106856,3.0,1611,1478,R
202112020,2021-12-12,2021 RA December U1600,ON,42,106856,4.0,1626,1532,R
202202011,2022-02-10,2021 RA Pickup 3,ON,54,106856,2.5,1509,1529,R
202203005,2022-02-21,CIC Family Day Tournament,ON,50,0,5.5,1591,1373,Q
202203009,2022-03-06,2022 RA March Open U1900,ON,20,106856,2.0,1649,1571,R
202203025,2022-03-13,Mississauga Winter U2000,ON,23,135185,2.0,1641,1604,R
202203051,2022-03-20,Thornhill Spring Rapid Open,ON,18,167627,3.5,1739,1507,Q
202203056,2022-03-27,Hamilton Spring Open,ON,19,108909,1.5,1497,1582,R
202204016,2022-04-07,2022 RA Chess Club Ch,ON,68,106856,3.0,1498,1564,R
202204026,2022-04-18,2022 KEC U1900,ON,14,107391,1.5,1462,1528,R
202204041,2022-04-24,Open and U1900 EM-CM GrandPri 01,ON,27,161759,3.0,1703,1562,R
202205012,2022-05-01,Thornhill May Rapid 2022 Open,ON,9,167627,4.0,1886,1660,Q
202205022,2022-05-12,2022 RA Spring Pickup,ON,50,106856,3.5,1519,1561,R
202205027,2022-05-15,EM-CM GrandPri 02 - U1900,ON,19,161759,3.0,1612,1572,R
202206008,2022-05-23,CIC Victoria Day Tournament,ON,37,0,7.0,1626,1710,Q
202206024,2022-06-05,Thornhill Grand Prix #4 2022,ON,18,167627,3.0,1314,1661,Q
202206031,2022-06-12,2022 Eastern Ontario U1900,ON,23,106856,2.0,1612,1582,R
202206049,2022-06-23,2022 RA June Pickup,ON,57,106856,2.5,1559,1578,R
202206055,2022-05-01,Thornhill May Rapid 2022 Open,ON,9,167627,4.0,1868,1723,Q
202207027,2022-07-11,2022 CYCC U12 Open,ON,56,127489,4.5,1441,1548,R
202207039,2022-07-17,2022 Canadian Open,ON,251,111830,5.0,1788,1684,R
202208022,2022-08-07,Hamilton Summer Open,ON,31,108909,2.0,1745,1717,R
202208032,2022-08-14,2022 Vankleek Hill Open,ON,20,162452,3.0,1933,1810,R
202209048,2022-09-06,Quebec Open 2022 Section B,QC,33,106007,6.0,1930,1886,R
202210004,2022-09-25,2022 RA Fall Open,ON,30,106856,2.0,1933,1916,R
202212018,2022-12-11,2022 RA December Open,ON,28,106856,2.0,1898,1912,R
202301050,2023-01-22,2023 Ottawa Winter Open,ON,32,106856,2.0,2117,1983,R
202302023,2023-02-05,2023 Excelsior February Top,ON,29,139674,1.5,1697,1923,R
202302086,2023-02-20,Hart House Reading Week U2200,ON,38,162458,3.5,2046,1950,R
202303034,2023-03-05,2023 RA March Open,ON,38,106856,2.0,2007,1957,R
202304055,2023-04-15,EOCA CYCC Qualifier U12,ON,10,106856,5.0,1448,1749,Q
202304094,2023-04-23,2023 Excelsior April Open Top,ON,18,139674,0.5,1799,1937,R
202305108,2023-05-22,2023 Ontario Open,ON,32,106856,2.5,2091,1969,R
202306070,2023-06-11,Cdn Transnational Classic Open,QC,38,158338,3.0,1940,1966,R
202306100,2023-06-18,2023 Eastern Ontario Open,ON,27,106856,2.5,2142,2029,R
202306129,2023-06-25,Championnat Ouvert de Laval 2023,QC,54,134227,2.5,1858,2005,R
202307010,2023-06-22,2023 RA Pickup 1,ON,50,106856,2.5,1928,2001,R
202307017,2023-07-03,2023 Ontario Mens Closed,ON,46,139674,4.0,1922,1985,R
202307061,2023-07-22,2023 CYCC U12 Open,AB,88,177557,6.0,1930,2011,R
202308007,2023-07-30,2023 Canadian Open,ON,124,144419,6.0,2020,2023,R
202308030,2023-08-13,2023 Excelsior August Open,ON,16,139674,3.0,2285,2132,R
202308036,2023-07-20,2023 CYCC U12 Blitz,AB,84,172995,4.0,1728,1782,Q
202309016,2023-09-10,2023 Excelsior September Open,ON,15,139674,3.0,2163,2129,R
202309033,2023-09-04,2023 Toronto Open Crown,ON,31,158338,2.5,2308,2192,R
202310005,2023-10-01,2023 Ottawa Fall Open,ON,36,106856,2.5,2130,2179,R
202311006,2023-10-29,2023 Excelsior October Open,ON,23,139674,3.0,2074,2157,R
202311043,2023-11-05,2023 National Capital Open,ON,38,106856,3.0,2179,2161,R
202311102,2023-11-19,Excelsior November Open Top,ON,20,139674,3.0,2107,2149,R
202312035,2023-12-10,2023 Ottawa December Open,ON,31,106856,2.5,2146,2146,R
202401064,2024-01-21,2024 Ottawa Winter Open,ON,34,106856,3.0,2311,2186,R
202402065,2024-02-04,ChessMates CYCC Qualifier U16,ON,13,166573,3.0,1425,1732,Q
202403016,2024-03-03,2024 Ottawa March Open,ON,32,106856,1.5,1930,2146,R
202404139,2024-04-20,2024 Toronto Rapid - Crown,ON,38,150532,3.5,1958,1773,Q
202405105,2024-05-12,Championnat Ouvert de la Mauricie A,QC,41,189105,3.5,2103,2148,R
202405113,2024-05-20,2024 Ontario Open Crown,ON,34,158338,2.0,2335,2185,R
202406016,2024-05-26,Open de Gatineau section Ouverte,QC,31,131928,3.5,2338,2225,R
202406100,2024-06-16,2024 Eastern ON Open Ch,ON,33,106856,3.0,2216,2237,R
202408084,2024-08-20,10th francophones classic,QC,125,106007,6.0,2277,2263,R
202409009,2024-09-02,2024 Toronto Open - Crown,ON,22,148196,3.0,2337,2280,R
202410004,2024-09-29,2024 Ottawa Fall Open,ON,34,106856,4.0,2566,2322,R
202412035,2024-12-08,2024 Ottawa December Open,ON,24,106856,3.0,2310,2333,R
202501094,2025-01-19,2025 Ottawa Winter Open,ON,48,106856,3.5,2307,2332,R
