eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
199703082,1997-03-04,Calgary Closed 1,AB,8,104462,5.0,2392,2298
199705004,1997-03-30,Alberta Reserves,AB,20,100909,5.0,2365,2314
199706002,1997-04-29,Calgary Open,AB,50,104462,6.0,2179,2314
199708062,1997-08-16,Battle of Alberta,AB,24,0,1.0,2092,2305
199710048,1997-09-21,ACA O1800,AB,11,106052,4.5,2533,2328
199710061,1997-10-13,Alberta Open,AB,32,101750,4.0,1977,2304
199712012,1997-11-16,Southern Alberta Open,AB,47,0,3.5,2246,2302
199803022,1998-02-24,Calgary Closed First Section,AB,8,0,5.5,2425,2319
199805010,1998-04-12,Alberta Closed,AB,8,0,3.0,2236,2307
199806037,1998-05-19,Calgary Team CC Board 1,AB,9,0,0.5,2117,2303
199909002,1999-08-14,Battle of Alberta,AB,24,101750,1.5,2535,2312
201909031,2019-09-07,Battle of Alberta 2019,AB,24,154453,0.5,2134,2305
202109032,2021-09-04,2021 Battle of Alberta,AB,24,102345,1.0,2028,2294
202408033,2024-08-05,Canadian Seniors 2024,AB,17,172253,4.5,2180,2290
