eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
199610088,1996-10-14,TO Thanksgiving Open,ON,50,100902,3.5,2205,2113
199611052,1996-11-10,Remembrance Day Open,ON,36,106693,2.5,2174,2125
199701070,1996-12-29,Toronto Xmas Open,ON,44,100902,3.0,2255,2150
199703025,1997-02-15,Toronto Reserves,ON,12,0,8.5,2289,2234
199703096,1997-03-09,Toronto Class Expert,ON,26,0,2.5,2056,2198
199704055,1997-03-30,Toronto Open,ON,41,0,3.5,2378,2256
199705098,1997-05-19,Toronto International U2300,ON,33,100902,5.0,2383,2296
199707048,1997-06-29,Canada Day Open,ON,24,0,2.0,2222,2281
199708033,1997-08-03,Simcoe Day Open,ON,20,0,3.5,2386,2301
199709032,1997-09-01,Macedonian Labour Day Open,ON,30,0,4.0,2469,2321
199802051,1998-01-31,Paul Williams vs Robert Murray,ON,2,0,0.5,2021,2285
199803057,1998-03-08,Toronto Class Open,ON,24,0,2.5,2279,2284
199805016,1998-04-12,Toronto Open,ON,38,0,4.0,2505,2319
199808008,1998-07-25,Filipovich vs Murray,ON,2,0,2.0,2142,2298
199809041,1998-09-07,Macedonian Open,ON,73,106342,3.0,2091,2248
199903038,1999-03-07,99 TO Class Master,ON,25,0,3.0,2369,2260
199904029,1999-04-04,1999 Toronto Open,ON,53,0,0.5,1817,2233
199908066,1999-08-22,1999 August Summer Open,ON,27,100942,3.0,2345,2243
199909026,1999-09-06,Macedonian Open,ON,33,0,3.0,2240,2244
199910055,1999-10-17,1999 October Fall Open,ON,26,100942,3.0,2315,2250
199911058,1999-11-14,TO Remembrance Day Open,ON,23,100942,3.5,2438,2268
