eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
200410123,2004-10-17,Chess Academy of Canada Advanced 5,ON,4,0,2.0,1101,1107
200411040,2004-10-31,Chess Academy of Canada Advanced 5,ON,4,0,2.0,981,1048
200412072,2004-11-28,Chess Academy of Canada Regular Ad5,ON,4,0,2.0,977,1026
200501016,2004-12-05,Chess Academy of Canada Advanced 5,ON,4,0,1.5,1143,1061
200501073,2005-01-09,Chess Academy of Canada Advanced 6,ON,4,0,1.0,749,1003
200502071,2005-01-30,Chess Academy January Advanced 5,ON,4,0,2.0,902,988
200503055,2005-03-13,Chess Academy Mar13 Adv2,ON,4,0,1.0,760,957
200503124,2005-03-20,Chess Academy of Canada 05 03 20 A2,ON,4,0,3.0,1275,1003
200504014,2005-03-27,Chess Academy Mar27 Adv2,ON,4,0,2.0,972,1000
200504102,2005-04-17,Chess Academy Apr17 Adv1,ON,4,0,1.0,1061,1009
200507015,2005-06-26,BGC June Open,ON,24,0,1.0,1262,1027
200509035,2005-09-05,Toronto Macedonian Labour Day U1800,ON,24,0,1.5,1392,1055
200510123,2005-10-09,Chess Academy Adv 3 Oct 9,ON,4,0,2.5,1131,1067
200510151,2005-10-16,Chess Academy Adv 2 Oct 16,ON,4,0,3.0,1416,1110
200510174,2005-10-23,Chess Academy Adv 1 Oct 23,ON,4,0,2.0,1231,1125
200601037,2006-01-08,Chess Academy Adv 1 Jan 8,ON,4,108387,3.0,1414,1159
200601059,2006-01-15,Chess Academy Adv 1 Jan15,ON,4,108387,2.0,1206,1164
200605026,2006-04-15,OYCC 2006 Under 10 Boys,ON,30,127489,4.0,1555,1284
200605146,2006-05-22,Ontario Open 2006 Under 1600,ON,26,101072,3.0,1322,1294
200608010,2006-07-13,CYCC 2006 U10 Boys,ON,34,111830,5.0,1447,1342
200608065,2006-08-08,Pro Am 2006 extra games,ON,4,101072,0.0,1396,1340
200608067,2006-08-08,Pro Am 2006 U1700,ON,24,101072,4.5,1332,1343
200609041,2006-09-04,Toronto Labour Day U 1600,ON,36,106974,3.0,1250,1339
200610043,2006-10-09,2006 Toronto Thanksgiving U1600,ON,33,100905,3.5,1532,1379
200611031,2006-11-12,Chess Academy Adv 1 Nov 12,ON,5,108387,2.0,1662,1401
200706150,2007-07-06,2007 CYCC U12 Boys,ON,36,100944,4.0,1651,1524
200709020,2007-09-03,2007 Toronto Labour Day U1600,ON,40,106974,4.0,1583,1541
200807023,2008-06-29,2008 Toronto Canada Day U1700,ON,25,106974,3.5,1737,1597
200807053,2008-07-17,CJCE CYCC Boys Garcons U12,QC,31,128388,3.0,1381,1561
