eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
199607018,1996-06-06,RA Pickup 1,ON,43,0,0.0,1886,2210
199607052,1996-06-30,RA Fast Traffic VI,ON,13,0,1.0,2207,2212
199610096,1996-10-24,RA OKeefe,ON,56,0,4.5,2115,2189
199701041,1997-01-02,Tandem Fast Traffic,ON,33,0,2.0,2238,2197
199703034,1997-02-20,RA CC Champ,ON,58,0,4.5,2211,2201
199705018,1997-04-17,RA Spring Pickup,ON,18,0,2.0,2456,2221
199705033,1997-04-24,RA Spring Frost B,ON,6,0,2.0,2346,2236
199711017,1997-10-30,RA OKeefe,ON,58,101613,5.5,2136,2224
199712047,1997-12-11,Autumn Frost B,ON,4,0,2.5,2111,2197
199802080,1998-02-19,RA Club Championship,ON,57,0,5.0,2441,2269
199805030,1998-04-23,RA Spring Frost,ON,52,0,3.0,2365,2288
199811027,1998-10-15,RA OKeefe 1998,ON,50,101613,3.0,2043,2267
199901004,1998-12-10,RA Autum Frost,ON,50,0,1.5,2130,2254
199902056,1999-02-18,RA Club Championship,ON,47,0,3.5,2143,2244
199904064,1999-04-01,RA Spring Frost,ON,44,0,2.0,2197,2240
199905036,1999-04-22,RA Tandem,ON,34,0,5.5,2387,2259
199911029,1999-10-21,Okeefe 1999,ON,52,0,4.5,2197,2255
200001036,2000-01-06,RA Autumn Frost,ON,45,0,1.5,2234,2254
200003011,2000-02-17,RA Club Champioship,ON,48,0,5.5,2230,2253
200005003,2000-04-02,RA Spring Frost,ON,44,101613,2.5,2296,2258
200011026,2000-10-26,RA OKeefe 2000,ON,48,0,5.5,2438,2279
200012090,2000-11-30,RA Autumn Frost,ON,36,0,1.0,2058,2261
200102111,2001-02-15,RA Club Championship 2001,ON,42,0,4.0,2091,2242
200111018,2001-10-25,R A CC Ron F Rodgers Memorial,ON,37,0,3.0,1696,2206
200111095,2001-11-19,Ottawa Closed Reserves,ON,4,0,3.0,2184,2203
200202088,2002-02-14,RA Club Championship,ON,50,0,3.5,2049,2187
200210185,2002-10-24,Ron F Rodgers Memorial 2002,ON,42,0,3.0,1690,2152
200303044,2003-02-20,RA Club Championship,ON,51,0,4.5,2270,2174
200304071,2003-04-03,RA Spring Frost Section 2,ON,4,0,1.5,1999,2133
200310098,2003-10-23,2003 RF Rodgers Memorial Open,ON,44,0,4.5,2119,2136
