eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
200605029,2006-04-17,Edmonton International,AB,10,135072,7.0,2541,2541
201112030,2011-12-18,2011 Hart House Holidays Open,ON,29,132393,3.5,2396,2498
201202015,2012-02-20,2012 Hart House Reading Week Open,ON,28,132393,3.5,2445,2486
201209004,2012-09-03,2012 Labour Day at Hart House-Open,ON,20,127516,4.0,2541,2500
201301004,2013-01-06,2013 Hart House Winter Open,ON,40,127516,2.0,2627,2505
201302035,2013-02-24,2013 Hart House Reading Week Open,ON,27,127516,3.0,2516,2506
201412058,2014-12-21,Hart House Holidays Open Crown,ON,22,156644,3.5,2529,2520
201512046,2015-12-20,2015 Hart House Holidays Crown,ON,25,0,2.5,2246,2499
201602065,2016-02-21,2016 Hart House Reading Week Open,ON,21,135360,3.5,2463,2497
201603081,2016-03-27,2016 Hart House Spring Open Crown,ON,21,127516,1.0,2154,2491
201702086,2017-02-20,Hart House Reading Week Open,ON,23,127516,3.0,2378,2484
201902052,2019-02-18,Hart House Reading Week 2019 Crown,ON,23,127516,0.5,1943,2464
202303001,2023-02-07,GTCL 2023  Pool B,ON,33,150532,0.5,2337,2461
202303013,2023-02-28,GTCL 2023  Silver Cup,ON,16,150532,2.0,2613,2467
