eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
201205054,2012-05-20,2012 Mississauga YCC Qual U8,ON,13,108202,4.5,1103,1053,Q
201207018,2012-07-06,2012 Canadian Youth Ch U8 Open,BC,25,145502,4.0,821,821,R
201212011,2012-12-02,Oriole B - Dec 2nd,ON,4,127778,2.0,1238,914,R
201212020,2012-12-09,Oriole B - Dec 9th,ON,4,127778,1.0,1146,956,R
201212055,2012-12-30,Oriole B - Dec 30th,ON,4,127778,1.0,749,924,R
201212067,2012-12-15,2013 Agincourt Reg OYCC Jr Qual,ON,25,108098,4.5,1313,1195,Q
201301022,2013-01-13,Oriole B - Jan 13th,ON,4,127778,1.5,1201,961,R
201301033,2013-01-20,Oriole A - Jan 20th,ON,4,127778,1.0,1048,971,R
201301075,2013-01-27,2013 Mississauga YCC Qual U10,ON,23,108202,3.0,1102,1166,Q
201302001,2013-02-03,Oriole A - Feb 3rd,ON,4,127778,0.0,643,936,R
201302025,2013-02-17,Oriole A - Feb 17th,ON,4,127778,1.0,1054,947,R
201302036,2013-02-24,2013 Hart House Reading Week U1600,ON,36,127516,3.0,1354,1072,R
201303025,2013-03-14,2013 SCC Winter Swiss U1400,ON,41,109746,2.5,1214,1114,R
201303040,2013-03-24,2013 Hamilton Winter U1600,ON,38,102646,4.0,1452,1276,R
201303101,2013-03-30,2013 CITL Active Spring Open,ON,18,141912,2.0,1445,1232,Q
201304005,2013-04-07,2013 Guelph Spring ProAm U1600,ON,21,111830,3.0,1399,1324,R
201304016,2013-04-14,Oriole April 14 A,ON,4,127778,0.5,1262,1319,R
201304019,2013-04-14,The Knights of Chess Sundays Reg,ON,34,125681,0.0,1237,1315,R
201304101,2013-05-12,2013 Oriole May 12 A,ON,4,127778,1.5,1389,1320,R
201304109,2013-05-16,2013 SCC Reserves U1400,ON,43,109746,7.5,1374,1362,R
201305008,2013-05-26,2013 May 26 Oriole A,ON,4,127778,1.5,1308,1359,R
201306001,2013-06-02,2013 Guelph PreSummer ProAm - 1600,ON,32,111830,3.0,1245,1339,R
201306017,2013-06-09,2013 June 9 Oriole A,ON,4,127778,0.5,1119,1322,R
201306028,2013-06-06,2013 SCC Quick Ch - U1600,ON,32,109746,3.0,1372,1259,Q
201306043,2013-06-17,Annex CC Backyard BBQ - U1800,ON,18,127516,3.0,2033,1377,R
201306072,2013-06-27,2013 SCC Spring into Summer - U1800,ON,42,109746,2.0,1540,1434,R
201307016,2013-07-08,2013 Aurora Summer Open - U1600,ON,39,153005,4.5,1643,1524,R
201307023,2013-07-12,2013 CYCC - U10,ON,53,106856,3.5,1429,1524,R
201308004,2013-08-06,2013 Canadian Amateur Ch - O1200,ON,22,111830,4.5,1497,1516,R
201308014,2013-08-11,The Knights of Chess August Regular,ON,30,125681,13.0,1360,1455,R
201308020,2013-08-19,2013 Annex CC SummerFest - U1500,ON,20,135360,1.0,1023,1438,R
201308021,2013-08-19,2013 Annex CC SummerFest - U1900,ON,11,135360,2.0,1487,1444,R
201308025,2013-08-18,2013 NAYCC - U10,ON,62,107391,5.5,1438,1457,R
201309034,2013-09-15,2013 RA Fall U1900,ON,10,106856,3.0,1829,1619,R
201309051,2013-09-21,2013 Campbellville Summer - U1800,ON,26,108202,4.0,1827,1511,Q
201309065,2013-09-30,2013 ACC Peaches and Cream - U1900,ON,21,135360,3.0,1749,1660,R
201310019,2013-10-14,2013 Toronto Thanksgiving U1900,ON,20,106342,3.0,1709,1692,R
201310038,2013-10-22,2013 Aurora Fall Open - U2000,ON,28,153005,2.5,1802,1730,R
201311027,2013-11-03,2013 Guelph Fall ProAm - U2000,ON,22,111830,3.0,1820,1768,R
201311029,2013-11-03,Oct 20-Nov 3 Oriole - A,ON,25,127778,1.0,2133,1788,R
201311037,2013-09-12,2013 Howard Ridout Mem - U1600,ON,21,109746,0.5,1369,1774,R
201311038,2013-09-12,2013 Howard Ridout Mem - U1800,ON,27,109746,5.0,1831,1786,R
201311056,2013-11-11,2013 ACC Ghosts and Gobblin - U1900,ON,16,135360,3.5,1814,1811,R
201311069,2013-11-17,2013 Campbellville Open - Elite,ON,19,108202,3.0,2194,1967,R
201312017,2013-12-16,2013 ACC Scarf Weather - Crown,ON,23,135360,1.5,1877,1947,R
201312028,2013-12-22,2013 Hart House Holidays - U2200,ON,37,125156,2.0,1968,1952,R
201312037,2013-12-19,2013 SCC Falling Leaves Swiss 1800+,ON,30,109746,3.5,1968,1956,R
201401028,2014-01-26,2014 Guelph Winter ProAm - extra,ON,10,111830,1.5,2212,1966,R
201401029,2014-01-26,2014 Guelph Winter ProAm - Pro,ON,18,111830,1.5,1681,1932,R
201402011,2014-02-06,2014 SCC Jack Frost Swiss - O1800,ON,33,109746,3.5,1990,1944,R
201402039,2014-02-17,2014 Hart House Reading Wk - U2200,ON,37,127516,2.5,1909,1937,R
201402058,2014-02-25,2014 ACC Ch - Crown,ON,27,135360,3.0,2066,1990,R
201403004,2014-03-02,2014 Mississauga March Open,ON,18,154420,1.0,1835,1967,R
201403037,2014-03-20,2014 SCC Winter Swiss - 1800+,ON,27,143315,3.5,1964,1966,R
201403078,2014-03-31,2014 ACC Goodbye Winter - Crown,ON,18,135360,3.0,2039,1974,R
201404043,2014-04-11,2014 TSSCL Individual Ch,ON,49,108098,4.5,1729,1585,Q
201404067,2014-04-20,2014 Toronto Open - U2200,ON,32,135360,2.5,1860,1952,R
201404100,2014-04-26,2014 KWCC April Quick Open,ON,12,106868,4.0,2255,1865,Q
201405016,2014-05-12,2014 ACC Welcome Spring - Crown,ON,19,135360,3.0,2115,1981,R
201405028,2014-05-15,2014 SCC Ch,ON,125,143315,0.5,1499,1943,R
201406009,2014-05-26,2014 GTCL Cup,ON,71,135360,3.0,1821,1862,Q
201406011,2014-06-08,2014 Guelph Pre-Summer ProAm Pro,ON,20,111830,2.0,1943,1943,R
201407020,2014-06-30,2014 ACC Welcome Summer Swiss Crown,ON,19,0,1.5,1854,1949,R
201407032,2014-07-07,Aurora Summer Open 2014 - Open,ON,28,153005,1.0,1773,1921,R
