eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
201007018,2010-07-09,2010 CYCC U12 Open,ON,40,107872,5.5,1836,1850
201008029,2010-08-19,2010 NA Youth Ch U12 Open,QC,37,101034,4.0,1622,1743
201107018,2011-07-09,2011 Canadian Youth Ch U12 Open,ON,45,127489,5.0,1838,1785
201308031,2013-08-18,2013 NAYCC - U16,ON,20,107391,6.5,2300,2224
201408016,2014-08-04,2014 North American Junior Champion,ON,49,127489,7.0,2436,2290
201508004,2015-07-30,2015 North American Junior,ON,47,111830,6.0,2415,2322
201607034,2016-07-17,2016 Canadian Open,ON,48,102868,5.5,2339,2335
201608022,2016-08-11,2016  NAYCC U18,ON,33,102868,5.5,2290,2331
202207039,2022-07-17,2022 Canadian Open,ON,251,111830,5.5,2107,2309
202306069,2023-06-11,Cdn Transnational Classic Crown,QC,55,158338,4.5,2479,2356
