eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
201302010,2013-02-10,2013 Ch Junior PEPSICO du Quebec,QC,24,152936,2.0,1712,1712
201306021,2013-06-09,2013 TORO - Section B,QC,28,100337,4.5,1989,1851
201307027,2013-07-12,2013 CYCC - U14,ON,45,106856,5.0,1730,1806
201308029,2013-08-18,2013 NAYCC - U14,ON,40,107391,4.0,1419,1706
201402003,2014-01-19,2014 Quebec YCC - U14,QC,17,144425,2.5,1440,1659
201402016,2014-02-09,2014 Quebec Junior Ch,QC,19,106007,2.5,1890,1691
201407047,2014-07-18,CJCE CYCC 2014 - U14 OUVERT OPEN,QC,45,106007,4.0,1628,1683
201408020,2014-07-26,Canadian Open 2014 Section C,QC,98,106007,5.0,1745,1704
201411030,2014-11-09,Varennes 2014,QC,27,142188,2.0,1795,1731
201504065,2015-01-18,Quebec Youth CC U16,QC,10,144425,2.5,1701,1725
201504111,2015-04-19,2015 Quebec Junior  Championnat,QC,14,106007,3.0,1933,1772
201508001,2015-07-25,2015 Championnats Francophonie Open,QC,157,106007,4.0,1823,1769
201605005,2016-04-24,2016 Championnats Jr Sr du Quebec,QC,16,106007,3.0,1798,1772
201605031,2016-05-01,Championnat Ouvert de McGill 2016,QC,37,148323,2.5,1990,1857
201607014,2016-06-26,Championnat Ouvert de Laval 2016,QC,35,134227,4.5,2077,1987
201608003,2016-07-29,Championnat Ouvert du Quebec 2016,QC,58,152936,4.0,2129,2060
201608031,2016-08-11,2016 NAYCC U16,ON,41,102868,4.0,1836,1985
201702056,2017-02-12,"CMA Futurity # 01, Section C",QC,6,101034,2.5,2064,2002
201702083,2017-02-19,Carnival Chess Tournament,QC,37,148369,3.5,2186,2069
201705038,2017-03-05,Québec Youth Ch U18,QC,4,134227,4.0,2047,2097
201706094,2017-06-25,Championnat Ouvert de Laval 2017,QC,38,160324,3.5,2238,2144
201708007,2017-07-30,Festival St Denis Mont Royal,QC,31,101034,4.5,2071,2119
201709015,2017-09-10,2017 Montreal Open A,QC,41,106007,3.0,2192,2130
201710048,2017-10-08,2017 Varennes Open,QC,59,142188,2.0,2188,2140
201712002,2017-11-26,2017 Gramby Open,QC,26,157964,2.5,2045,2120
201804002,2018-03-18,2018 Trois-Rivières Open A,QC,47,165872,2.5,1916,2081
201807039,2018-07-14,2018 Canadian Open,QC,58,160222,6.0,2170,2110
201808008,2018-07-28,Quebec Open 2018,QC,51,160222,4.5,2253,2184
201809021,2018-09-09,2018 Montreal Open,QC,26,160222,2.0,2140,2172
201903023,2019-03-03,2019 RA March Open,ON,25,106856,2.0,1774,2109
201903082,2019-03-17,COM 2019 A,QC,35,106802,4.0,2481,2232
201904016,2019-03-31,Quebec Closed 2019,QC,16,106007,0.0,2168,2228
201904094,2019-04-22,2019 Canada Zonal,ON,36,107391,4.5,2339,2260
201906059,2019-06-16,2019 Eastern Ontario Open,ON,25,106856,2.0,2247,2258
201907002,2019-06-23,CHAMPIONNAT OUVERT DE LAVAL 2019,QC,47,134227,3.5,2365,2281
201907057,2019-07-27,Championnat Ouvert du Québec A,QC,51,106007,5.5,2249,2280
201908029,2019-08-18,2019 Smiths Falls Open,ON,27,162452,4.0,2356,2309
201909002,2019-08-04,Montreal Summer Classic Open,QC,13,121329,3.5,2120,2301
201909011,2019-09-02,Toronto Open 2019 Crown,ON,17,102713,1.5,2099,2280
201909022,2019-09-08,2019 Montreal Open,QC,28,170035,2.0,2085,2261
201910003,2019-09-29,2019 RA Fall Open,ON,20,106856,1.5,2054,2247
201910068,2019-10-13,Canadian International Open O2100,QC,55,0,2.5,2089,2232
201911024,2019-11-03,7e Open de Contrecoeur A,QC,17,109633,4.0,2493,2266
201911101,2019-11-24,Open de Brome-Missisquoi A,QC,18,157964,3.5,2291,2271
202001041,2020-01-19,Le Blanc et Noir de St-Jean Section,QC,22,157694,2.5,2181,2264
202002044,2020-02-16,Carnaval 2020 A,QC,19,157964,2.0,1872,2239
202206029,2022-06-12,2022 Eastern Ontario Open,ON,29,106856,3.0,2194,2240
202207039,2022-07-17,2022 Canadian Open,ON,251,111830,5.0,2036,2208
202208017,2022-06-26,Ch ouvert de Laval Section A,QC,52,134227,3.5,2262,2215
202209047,2022-09-06,Quebec Open 2022 Section A,QC,46,106007,5.0,2240,2222
202210067,2022-10-09,Championnat International Canada A,QC,32,106007,1.0,1991,2212
202211031,2022-11-06,2022 National Capital Open,ON,37,106856,3.5,2240,2216
202212001,2022-11-27,3rd Quebec Young Stars Sec A,QC,6,160222,7.0,2198,2217
202212018,2022-12-11,2022 RA December Open,ON,28,106856,2.5,2010,2194
202301016,2023-01-08,Quebec Young Stars 4th Ed,QC,44,160222,4.5,2253,2216
202303034,2023-03-05,2023 RA March Open,ON,38,106856,3.0,2225,2217
202305105,2023-05-21,46e Championnat Ouvert dela Maurice,QC,34,170035,2.5,2106,2209
202306070,2023-06-11,Cdn Transnational Classic Open,QC,38,158338,2.0,1852,2172
202306129,2023-06-25,Championnat Ouvert de Laval 2023,QC,54,134227,1.5,1963,2138
202308021,2023-08-04,2023 Quebec Open Section A,QC,42,106007,5.5,2228,2172
202309037,2023-09-04,2023 Toronto Open U2200,ON,39,158338,4.0,2076,2150
202310005,2023-10-01,2023 Ottawa Fall Open,ON,36,106856,3.5,2297,2178
202401028,2023-12-30,2023 Tournoi du Pere Noel A,QC,67,106007,3.5,2326,2208
202401064,2024-01-21,2024 Ottawa Winter Open,ON,34,106856,2.5,2247,2211
202404030,2024-04-02,2024 Canadian Zonal,ON,64,150532,6.0,2421,2274
202405010,2024-04-28,Tournoi Germain Laplante 2024,QC,45,188678,4.0,2284,2286
202405105,2024-05-12,Championnat Ouvert de la Mauricie A,QC,41,189105,3.0,2192,2280
202405113,2024-05-20,2024 Ontario Open Crown,ON,34,158338,2.5,2112,2259
202406016,2024-05-26,Open de Gatineau section Ouverte,QC,31,131928,2.5,2255,2258
202406035,2024-06-02,Maplewood Professional Cup Open,QC,46,175344,3.5,2284,2263
202407009,2024-06-23,Championnat ouvert de Laval 2024 A,QC,42,134227,3.0,2216,2259
202407087,2024-07-18,Canadian Open 2024 Section  A,QC,134,106007,4.0,1967,2208
