eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost
201511042,2015-11-15,Vancouver West Open #8,BC,15,152691,5.0,2211,2375
201602019,2016-02-08,2016 BC Open Premier,BC,30,103043,4.5,2360,2376
201603087,2016-03-28,10th Grand Pacific Open Premier,BC,52,103043,4.0,2253,2368
201610031,2016-10-10,BC Closed Championship,BC,8,108715,3.5,2264,2354
201701039,2017-01-15,Victoria Invitational BC - WA A,BC,10,104186,3.0,2293,2348
201702066,2017-02-13,2017 BC Open Premier,BC,28,104186,4.5,2311,2344
201710016,2017-10-09,2017 BC Closed,BC,8,103043,5.0,2402,2352
201802024,2018-02-12,2018 BC Open Premier,BC,37,104186,5.0,2463,2365
201810027,2018-10-08,2018 BC Championship,BC,8,108715,5.0,2458,2377
201902048,2019-02-18,2019 BC Open Premier,BC,32,104186,5.0,2478,2400
201910041,2019-10-14,BC Championship,BC,8,108715,6.0,2492,2423
202002048,2020-02-17,BC Open Premier,BC,45,104186,5.0,2433,2437
202205018,2022-05-08,BC vs Alberta Match,BC,26,104186,4.5,2429,2451
202210002,2022-09-25,13th Calgary International,AB,10,155324,3.5,2278,2420
202405029,2024-05-05,2024 BC v AB Match,BC,16,104186,4.0,2325,2416
202409019,2024-09-02,Langley Open 2024,BC,39,176962,4.0,2288,2407
