eventId,eventDate,eventName,eventLocation,numPlayers,organizer,score,ratingPerf,ratingPost,rating_type
199607053,1996-06-30,TO Canada Day Open,ON,36,0,3.0,2257,2177,R
199609072,1996-08-05,Simcoe Day Open,ON,19,0,3.0,2292,2200,R
199609084,1996-08-11,NBIO Under 2200,ON,44,110641,6.0,2334,2254,R
199609106,1996-09-02,1996 Macedonian U2200,ON,35,106342,3.5,2175,2241,R
199611068,1996-10-27,TO Paul Keres Active U2200,ON,16,0,1.0,1804,2106,Q
199703024,1997-02-15,Toronto Closed,ON,12,0,1.0,2013,2141,R
199706063,1997-06-15,Eastern Ontario U2150,ON,22,101613,2.5,2091,2135,R
199709036,1997-09-01,Macedonian Labour Day U2200,ON,35,0,0.5,1753,2089,R
199711034,1997-10-26,Keres Memorial Active Expert,ON,25,0,4.0,2155,2118,Q
199802073,1998-02-11,Toronto Closed Champ Reserve,ON,10,0,0.0,0,2089,R
199806011,1998-05-18,Toronto International U2100,ON,62,0,4.5,2145,2105,R
199808035,1998-08-09,FCGIO Under 2200,ON,54,0,4.0,2033,2082,R
199811087,1998-10-25,98 Paul Keres Act Experts,ON,24,100973,4.0,2115,2118,Q
199903037,1999-03-07,99 TO Class Expert,ON,21,0,2.0,1866,2046,R
199906109,1999-06-20,1999 Fathers Day Open U2100,ON,19,100942,3.0,2097,2054,R
199909030,1999-09-06,Macedonian U2200,ON,23,0,3.5,2085,2058,R
200102060,2001-02-17,Scarborough Groundhog Active,ON,23,0,3.0,1833,2056,Q
200102091,2001-02-07,2001 Toronto Closed Championship,ON,12,0,4.0,2000,2033,R
200109026,2001-09-03,Macedonian Labour Day U2200,ON,17,0,2.0,1903,2002,R
200109084,2001-09-22,DCC Saturday Active 17 Open,ON,21,0,3.0,2156,2080,Q
200110067,2001-10-08,DCC Thanksgiving U2100,ON,41,0,4.0,2047,2008,R
200110152,2001-10-27,DCC Halloween Active 18,ON,34,0,3.5,2137,2098,Q
200201019,2002-01-05,DCC Saturday Active 21 Open,ON,26,0,2.5,2100,2096,Q
200202065,2002-02-09,2002 Toronto Closed Championship,ON,12,0,3.0,1950,1981,R
200204046,2002-03-31,DCC Toronto U2100,ON,23,0,5.5,2350,2054,R
200204104,2002-04-06,DCC Spring Active 24 Open,ON,22,0,4.0,2220,2128,Q
200204137,2002-04-17,Malcolm Sim Memorial Section 1,ON,10,0,7.5,2256,2125,R
200205063,2002-05-04,DCC May Day Saturday Active,ON,38,0,4.5,2159,2136,Q
200205107,2002-05-20,DCC Victoria Day 2002 Open,ON,21,0,3.5,2281,2164,R
200206062,2002-06-01,DCC June Active,ON,24,0,4.0,2157,2144,Q
200206091,2002-06-16,DCC Fathers Day Open,ON,19,0,2.5,1981,2142,R
200207020,2002-07-01,DCC 2002 Canada Day Open,ON,29,0,3.5,2215,2154,R
200207046,2002-07-21,2002 Canadian Open,QC,326,0,5.5,1764,2053,R
200209012,2002-09-02,Toronto Labour Day U2200,ON,24,0,4.5,2205,2083,R
200212042,2002-12-02,Frank Anderson Memorial RR,ON,10,0,5.5,2032,2063,R
200212074,2002-12-14,Geza Fuster Memorial RR,ON,10,0,5.5,2103,2075,R
200305169,2003-05-25,Povilas Vaitonis Memorial Section 2,ON,6,0,1.0,1713,2002,R
200306026,2003-05-30,George Kuprejanov Memorial,ON,10,0,6.0,2094,2033,R
200307080,2003-07-21,Monday Tournament 6,ON,6,0,1.5,1777,1980,R
200401074,2004-01-27,BGC Tournament 21,ON,8,0,4.5,2119,2020,R
200404016,2004-04-01,2004 Toronto Closed Ch Reserves B,ON,10,0,4.5,1885,1977,R
200409019,2004-09-06,Macedonian Labour Day  U2000,ON,35,0,3.0,1850,1951,R
200411014,2004-10-17,BGC 54,ON,6,0,5.0,2202,2001,R
200501095,2004-12-30,Holidays Open 2004,ON,31,0,3.5,1924,1982,R
200503001,2005-01-16,BGC 60,ON,8,0,4.0,1941,1970,R
200503023,2005-02-20,Toronto Reserves A,ON,8,0,3.5,1914,1954,R
200512025,2005-11-20,BGC 80,ON,4,0,3.0,1820,1919,R
