id,num_tournaments,total_players,name,avg_players_per_tournament
108983,4,79,Person ID 108983,19.75
105444,4,75,Person ID 105444,18.75
148922,4,73,Person ID 148922,18.25
109056,4,63,Person ID 109056,15.75
145968,4,63,Person ID 145968,15.75
157753,4,63,Person ID 157753,15.75
105644,4,60,Person ID 105644,15.00
1,4,53,Person ID 1,13.25
149030,4,53,Person ID 149030,13.25
167903,4,53,Person ID 167903,13.25
171271,4,53,Person ID 171271,13.25
107464,4,52,Person ID 107464,13.00
160509,4,52,Person ID 160509,13.00
101736,4,50,Person ID 101736,12.50
152127,4,50,Person ID 152127,12.50
125775,4,49,Person ID 125775,12.25
131336,4,49,Person ID 131336,12.25
109715,4,44,Person ID 109715,11.00
132137,4,41,Person ID 132137,10.25
173368,4,38,Person ID 173368,9.50
107763,4,36,Person ID 107763,9.00
108248,4,36,Person ID 108248,9.00
148663,4,36,Person ID 148663,9.00
151459,4,35,Person ID 151459,8.75
108406,4,32,Person ID 108406,8.00
112769,4,32,Person ID 112769,8.00
128005,4,32,Person ID 128005,8.00
106630,4,30,Person ID 106630,7.50
110942,4,29,Person ID 110942,7.25
120895,4,25,Person ID 120895,6.25
102148,4,24,Person ID 102148,6.00
100969,4,23,Person ID 100969,5.75
160188,4,23,Person ID 160188,5.75
155114,4,22,Person ID 155114,5.50
101824,4,8,Person ID 101824,2.00
101805,3,201,Person ID 101805,67.00
153775,3,188,Person ID 153775,62.67
172999,3,149,Person ID 172999,49.67
167285,3,145,Person ID 167285,48.33
150872,3,132,Person ID 150872,44.00
123360,3,110,Person ID 123360,36.67
138652,3,104,Person ID 138652,34.67
161272,3,94,Person ID 161272,31.33
162845,3,92,Person ID 162845,30.67
126146,3,91,Person ID 126146,30.33
100046,3,89,Person ID 100046,29.67
185035,3,81,Person ID 185035,27.00
155271,3,79,Person ID 155271,26.33
100298,3,75,Person ID 100298,25.00
101925,3,71,Person ID 101925,23.67
110246,3,71,Person ID 110246,23.67
166339,3,68,Person ID 166339,22.67
162728,3,67,Person ID 162728,22.33
130347,3,66,Person ID 130347,22.00
159534,3,65,Person ID 159534,21.67
163563,3,64,Person ID 163563,21.33
179449,3,58,Person ID 179449,19.33
162458,3,56,Person ID 162458,18.67
112476,3,55,Person ID 112476,18.33
111914,3,54,Person ID 111914,18.00
159518,3,54,Person ID 159518,18.00
101173,3,52,Person ID 101173,17.33
139271,3,52,Person ID 139271,17.33
109694,3,50,Person ID 109694,16.67
191589,3,50,Person ID 191589,16.67
101459,3,49,Person ID 101459,16.33
157720,3,49,Person ID 157720,16.33
120416,3,47,Person ID 120416,15.67
166965,3,47,Person ID 166965,15.67
106376,3,44,Person ID 106376,14.67
102374,3,42,Person ID 102374,14.00
192924,3,41,Person ID 192924,13.67
129944,3,40,Person ID 129944,13.33
144128,3,40,Person ID 144128,13.33
146267,3,40,Person ID 146267,13.33
153279,3,40,Person ID 153279,13.33
169229,3,39,Person ID 169229,13.00
130912,3,38,Person ID 130912,12.67
106052,3,37,Person ID 106052,12.33
100195,3,36,Person ID 100195,12.00
103145,3,35,Person ID 103145,11.67
120411,3,34,Person ID 120411,11.33
125814,3,34,Person ID 125814,11.33
102424,3,33,Person ID 102424,11.00
111614,3,33,Person ID 111614,11.00
146766,3,32,Person ID 146766,10.67
106619,3,30,Person ID 106619,10.00
146635,3,30,Person ID 146635,10.00
184832,3,30,Person ID 184832,10.00
111363,3,29,Person ID 111363,9.67
102237,3,28,Person ID 102237,9.33
109626,3,27,Person ID 109626,9.00
158257,3,27,Person ID 158257,9.00
108842,3,26,Person ID 108842,8.67
109876,3,26,Person ID 109876,8.67
111232,3,25,Person ID 111232,8.33
146757,3,23,Person ID 146757,7.67
147673,3,23,Person ID 147673,7.67
127525,3,22,Person ID 127525,7.33
165985,3,22,Person ID 165985,7.33
151138,3,21,Person ID 151138,7.00
104130,3,18,Person ID 104130,6.00
104797,3,18,Person ID 104797,6.00
135895,3,16,Person ID 135895,5.33
125303,3,15,Person ID 125303,5.00
127829,3,14,Person ID 127829,4.67
141023,3,12,Person ID 141023,4.00
102805,3,9,Person ID 102805,3.00
108103,3,8,Person ID 108103,2.67
106289,3,6,Person ID 106289,2.00
140473,3,6,Person ID 140473,2.00
110490,2,222,Person ID 110490,111.00
175208,2,211,Person ID 175208,105.50
110210,2,196,Person ID 110210,98.00
168908,2,138,Person ID 168908,69.00
151157,2,122,Person ID 151157,61.00
149507,2,114,Person ID 149507,57.00
179743,2,108,Person ID 179743,54.00
174632,2,99,Person ID 174632,49.50
140897,2,97,Person ID 140897,48.50
152871,2,91,Person ID 152871,45.50
137937,2,88,Person ID 137937,44.00
152936,2,82,Person ID 152936,41.00
152586,2,81,Person ID 152586,40.50
129797,2,80,Person ID 129797,40.00
154860,2,80,Person ID 154860,40.00
167885,2,77,Person ID 167885,38.50
105738,2,74,Person ID 105738,37.00
107001,2,74,Person ID 107001,37.00
144299,2,74,Person ID 144299,37.00
111178,2,67,Person ID 111178,33.50
101027,2,63,Person ID 101027,31.50
127309,2,63,Person ID 127309,31.50
109428,2,61,Person ID 109428,30.50
175344,2,60,Person ID 175344,30.00
186143,2,58,Person ID 186143,29.00
156939,2,56,Person ID 156939,28.00
154444,2,54,Person ID 154444,27.00
177341,2,53,Person ID 177341,26.50
154010,2,47,Person ID 154010,23.50
182571,2,47,Person ID 182571,23.50
108799,2,46,Person ID 108799,23.00
108774,2,44,Person ID 108774,22.00
136829,2,44,Person ID 136829,22.00
107595,2,43,Person ID 107595,21.50
136913,2,43,Person ID 136913,21.50
110040,2,42,Person ID 110040,21.00
112475,2,41,Person ID 112475,20.50
105393,2,40,Person ID 105393,20.00
179530,2,39,Person ID 179530,19.50
120890,2,38,Person ID 120890,19.00
161369,2,38,Person ID 161369,19.00
109449,2,37,Person ID 109449,18.50
140468,2,37,Person ID 140468,18.50
154623,2,37,Person ID 154623,18.50
103353,2,36,Person ID 103353,18.00
157648,2,36,Person ID 157648,18.00
185556,2,35,Person ID 185556,17.50
100959,2,34,Person ID 100959,17.00
113055,2,34,Person ID 113055,17.00
112825,2,33,Person ID 112825,16.50
141880,2,32,Person ID 141880,16.00
101920,2,31,Person ID 101920,15.50
109098,2,31,Person ID 109098,15.50
100963,2,30,Person ID 100963,15.00
103305,2,30,Person ID 103305,15.00
106863,2,29,Person ID 106863,14.50
101874,2,28,Person ID 101874,14.00
102074,2,28,Person ID 102074,14.00
121042,2,28,Person ID 121042,14.00
144561,2,28,Person ID 144561,14.00
100338,2,27,Person ID 100338,13.50
102063,2,27,Person ID 102063,13.50
111362,2,27,Person ID 111362,13.50
121305,2,27,Person ID 121305,13.50
163409,2,27,Person ID 163409,13.50
111275,2,26,Person ID 111275,13.00
123384,2,26,Person ID 123384,13.00
160390,2,26,Person ID 160390,13.00
180834,2,26,Person ID 180834,13.00
104490,2,25,Person ID 104490,12.50
101349,2,24,Person ID 101349,12.00
105982,2,24,Person ID 105982,12.00
141912,2,24,Person ID 141912,12.00
108844,2,23,Person ID 108844,11.50
111469,2,23,Person ID 111469,11.50
100971,2,22,Person ID 100971,11.00
108124,2,22,Person ID 108124,11.00
126641,2,22,Person ID 126641,11.00
140464,2,22,Person ID 140464,11.00
156403,2,22,Person ID 156403,11.00
106828,2,21,Person ID 106828,10.50
133157,2,21,Person ID 133157,10.50
140539,2,21,Person ID 140539,10.50
107545,2,20,Person ID 107545,10.00
108689,2,20,Person ID 108689,10.00
109445,2,20,Person ID 109445,10.00
179487,2,20,Person ID 179487,10.00
113017,2,19,Person ID 113017,9.50
126114,2,19,Person ID 126114,9.50
107504,2,18,Person ID 107504,9.00
120651,2,18,Person ID 120651,9.00
145961,2,18,Person ID 145961,9.00
175554,2,17,Person ID 175554,8.50
100289,2,16,Person ID 100289,8.00
132416,2,16,Person ID 132416,8.00
100353,2,15,Person ID 100353,7.50
129789,2,15,Person ID 129789,7.50
106245,2,14,Person ID 106245,7.00
112038,2,14,Person ID 112038,7.00
135589,2,14,Person ID 135589,7.00
155518,2,14,Person ID 155518,7.00
105206,2,12,Person ID 105206,6.00
109034,2,12,Person ID 109034,6.00
122721,2,12,Person ID 122721,6.00
166342,2,12,Person ID 166342,6.00
138562,2,11,Person ID 138562,5.50
111268,2,10,Person ID 111268,5.00
100903,2,9,Person ID 100903,4.50
100989,2,9,Person ID 100989,4.50
102662,2,9,Person ID 102662,4.50
135747,2,9,Person ID 135747,4.50
107688,2,8,Person ID 107688,4.00
153166,2,8,Person ID 153166,4.00
106109,2,7,Person ID 106109,3.50
145925,2,6,Person ID 145925,3.00
101209,2,4,Person ID 101209,2.00
128609,2,4,Person ID 128609,2.00
135164,2,4,Person ID 135164,2.00
145127,2,4,Person ID 145127,2.00
149770,2,4,Person ID 149770,2.00
103427,1,79,Person ID 103427,79.00
138815,1,77,Person ID 138815,77.00
