id,num_tournaments,total_players,name,avg_players_per_tournament
106875,2,38,Person ID 106875,19.00
121149,2,38,Person ID 121149,19.00
104579,2,37,Person ID 104579,18.50
109449,2,37,Person ID 109449,18.50
109973,2,36,Person ID 109973,18.00
159546,2,36,Person ID 159546,18.00
184432,2,36,Person ID 184432,18.00
130786,2,34,Person ID 130786,17.00
134373,2,34,Person ID 134373,17.00
156363,2,34,Person ID 156363,17.00
111719,2,33,Person ID 111719,16.50
112825,2,33,Person ID 112825,16.50
165292,2,33,Person ID 165292,16.50
103010,2,32,Person ID 103010,16.00
103877,2,32,Person ID 103877,16.00
141880,2,32,Person ID 141880,16.00
175829,2,32,Person ID 175829,16.00
100357,2,29,Person ID 100357,14.50
102136,2,29,Person ID 102136,14.50
101874,2,28,Person ID 101874,14.00
111362,2,27,Person ID 111362,13.50
127185,2,27,Person ID 127185,13.50
163409,2,27,Person ID 163409,13.50
163765,2,27,Person ID 163765,13.50
102219,2,26,Person ID 102219,13.00
111275,2,26,Person ID 111275,13.00
106877,2,25,Person ID 106877,12.50
111715,2,24,Person ID 111715,12.00
141912,2,24,Person ID 141912,12.00
100850,2,23,Person ID 100850,11.50
101022,2,23,Person ID 101022,11.50
107235,2,23,Person ID 107235,11.50
107501,2,23,Person ID 107501,11.50
111469,2,23,Person ID 111469,11.50
135854,2,23,Person ID 135854,11.50
162960,2,23,Person ID 162960,11.50
100063,2,22,Person ID 100063,11.00
101642,2,22,Person ID 101642,11.00
106811,2,22,Person ID 106811,11.00
107132,2,22,Person ID 107132,11.00
107531,2,22,Person ID 107531,11.00
120745,2,22,Person ID 120745,11.00
125943,2,22,Person ID 125943,11.00
126641,2,22,Person ID 126641,11.00
167334,2,22,Person ID 167334,11.00
125705,2,21,Person ID 125705,10.50
133157,2,21,Person ID 133157,10.50
138034,2,21,Person ID 138034,10.50
107504,2,20,Person ID 107504,10.00
112475,2,20,Person ID 112475,10.00
123478,2,20,Person ID 123478,10.00
179487,2,20,Person ID 179487,10.00
107586,2,19,Person ID 107586,9.50
110630,2,19,Person ID 110630,9.50
126114,2,19,Person ID 126114,9.50
130912,2,19,Person ID 130912,9.50
104228,2,18,Person ID 104228,9.00
134315,2,18,Person ID 134315,9.00
142973,2,18,Person ID 142973,9.00
105067,2,17,Person ID 105067,8.50
175554,2,17,Person ID 175554,8.50
104218,2,16,Person ID 104218,8.00
105764,2,16,Person ID 105764,8.00
124775,2,16,Person ID 124775,8.00
144570,2,16,Person ID 144570,8.00
184832,2,16,Person ID 184832,8.00
121230,2,15,Person ID 121230,7.50
129789,2,15,Person ID 129789,7.50
186071,2,15,Person ID 186071,7.50
105417,2,14,Person ID 105417,7.00
109056,2,14,Person ID 109056,7.00
111044,2,14,Person ID 111044,7.00
112038,2,14,Person ID 112038,7.00
134376,2,14,Person ID 134376,7.00
135589,2,14,Person ID 135589,7.00
129522,2,13,Person ID 129522,6.50
108609,2,12,Person ID 108609,6.00
109121,2,12,Person ID 109121,6.00
110208,2,12,Person ID 110208,6.00
120295,2,12,Person ID 120295,6.00
127776,2,12,Person ID 127776,6.00
131995,2,12,Person ID 131995,6.00
145894,2,12,Person ID 145894,6.00
175332,2,12,Person ID 175332,6.00
106512,2,11,Person ID 106512,5.50
121861,2,11,Person ID 121861,5.50
142949,2,11,Person ID 142949,5.50
100212,2,10,Person ID 100212,5.00
100329,2,10,Person ID 100329,5.00
100916,2,9,Person ID 100916,4.50
101676,2,8,Person ID 101676,4.00
148663,2,8,Person ID 148663,4.00
110332,2,7,Person ID 110332,3.50
129395,2,7,Person ID 129395,3.50
109227,2,6,Person ID 109227,3.00
109311,2,6,Person ID 109311,3.00
134403,2,6,Person ID 134403,3.00
145925,2,6,Person ID 145925,3.00
100909,2,4,Person ID 100909,2.00
101504,2,4,Person ID 101504,2.00
102176,2,4,Person ID 102176,2.00
104221,2,4,Person ID 104221,2.00
108293,2,4,Person ID 108293,2.00
108799,2,4,Person ID 108799,2.00
109416,2,4,Person ID 109416,2.00
110983,2,4,Person ID 110983,2.00
127483,2,4,Person ID 127483,2.00
135164,2,4,Person ID 135164,2.00
149770,2,4,Person ID 149770,2.00
138815,1,80,Person ID 138815,80.00
158322,1,74,Person ID 158322,74.00
120268,1,68,Person ID 120268,68.00
104433,1,53,Person ID 104433,53.00
102314,1,47,Person ID 102314,47.00
146055,1,47,Person ID 146055,47.00
108398,1,46,Person ID 108398,46.00
143627,1,43,Person ID 143627,43.00
185035,1,43,Person ID 185035,43.00
171420,1,42,Person ID 171420,42.00
176688,1,42,Person ID 176688,42.00
158069,1,41,Person ID 158069,41.00
168926,1,41,Person ID 168926,41.00
159881,1,40,Person ID 159881,40.00
174354,1,39,Person ID 174354,39.00
163040,1,36,Person ID 163040,36.00
125685,1,35,Person ID 125685,35.00
144472,1,35,Person ID 144472,35.00
175874,1,35,Person ID 175874,35.00
148101,1,31,Person ID 148101,31.00
107582,1,30,Person ID 107582,30.00
144507,1,28,Person ID 144507,28.00
184482,1,28,Person ID 184482,28.00
125156,1,27,Person ID 125156,27.00
101955,1,26,Person ID 101955,26.00
104173,1,26,Person ID 104173,26.00
179112,1,26,Person ID 179112,26.00
190946,1,26,Person ID 190946,26.00
128379,1,25,Person ID 128379,25.00
152654,1,25,Person ID 152654,25.00
153035,1,25,Person ID 153035,25.00
168603,1,25,Person ID 168603,25.00
172262,1,25,Person ID 172262,25.00
187425,1,25,Person ID 187425,25.00
189522,1,25,Person ID 189522,25.00
101970,1,24,Person ID 101970,24.00
106002,1,24,Person ID 106002,24.00
125459,1,24,Person ID 125459,24.00
148344,1,24,Person ID 148344,24.00
109674,1,23,Person ID 109674,23.00
110993,1,23,Person ID 110993,23.00
138357,1,23,Person ID 138357,23.00
147799,1,23,Person ID 147799,23.00
108120,1,22,Person ID 108120,22.00
108423,1,22,Person ID 108423,22.00
127784,1,22,Person ID 127784,22.00
137273,1,22,Person ID 137273,22.00
157694,1,22,Person ID 157694,22.00
146587,1,21,Person ID 146587,21.00
151330,1,21,Person ID 151330,21.00
163178,1,21,Person ID 163178,21.00
167447,1,21,Person ID 167447,21.00
104893,1,20,Person ID 104893,20.00
134443,1,20,Person ID 134443,20.00
144017,1,20,Person ID 144017,20.00
107539,1,19,Person ID 107539,19.00
121548,1,19,Person ID 121548,19.00
127309,1,19,Person ID 127309,19.00
128633,1,19,Person ID 128633,19.00
129606,1,19,Person ID 129606,19.00
149010,1,19,Person ID 149010,19.00
106292,1,18,Person ID 106292,18.00
123186,1,18,Person ID 123186,18.00
123913,1,18,Person ID 123913,18.00
128357,1,18,Person ID 128357,18.00
130074,1,18,Person ID 130074,18.00
135708,1,18,Person ID 135708,18.00
144464,1,18,Person ID 144464,18.00
146305,1,18,Person ID 146305,18.00
170724,1,18,Person ID 170724,18.00
101739,1,17,Person ID 101739,17.00
111941,1,17,Person ID 111941,17.00
120000,1,17,Person ID 120000,17.00
105484,1,16,Person ID 105484,16.00
105998,1,16,Person ID 105998,16.00
111041,1,16,Person ID 111041,16.00
121864,1,16,Person ID 121864,16.00
131664,1,16,Person ID 131664,16.00
173843,1,16,Person ID 173843,16.00
177314,1,16,Person ID 177314,16.00
178825,1,16,Person ID 178825,16.00
193132,1,16,Person ID 193132,16.00
101896,1,15,Person ID 101896,15.00
105502,1,15,Person ID 105502,15.00
113027,1,15,Person ID 113027,15.00
124453,1,15,Person ID 124453,15.00
155929,1,15,Person ID 155929,15.00
102471,1,14,Person ID 102471,14.00
107059,1,14,Person ID 107059,14.00
108646,1,14,Person ID 108646,14.00
112029,1,14,Person ID 112029,14.00
127562,1,14,Person ID 127562,14.00
128555,1,14,Person ID 128555,14.00
140464,1,14,Person ID 140464,14.00
155261,1,14,Person ID 155261,14.00
156372,1,14,Person ID 156372,14.00
156555,1,14,Person ID 156555,14.00
163325,1,14,Person ID 163325,14.00
103285,1,13,Person ID 103285,13.00
126728,1,13,Person ID 126728,13.00
132416,1,13,Person ID 132416,13.00
143474,1,13,Person ID 143474,13.00
101142,1,12,Person ID 101142,12.00
101920,1,12,Person ID 101920,12.00
102642,1,12,Person ID 102642,12.00
103029,1,12,Person ID 103029,12.00
103549,1,12,Person ID 103549,12.00
106910,1,12,Person ID 106910,12.00
107486,1,12,Person ID 107486,12.00
121040,1,12,Person ID 121040,12.00
145961,1,12,Person ID 145961,12.00
148499,1,12,Person ID 148499,12.00
103681,1,11,Person ID 103681,11.00
103959,1,11,Person ID 103959,11.00
104799,1,11,Person ID 104799,11.00
104815,1,11,Person ID 104815,11.00
106830,1,11,Person ID 106830,11.00
112947,1,11,Person ID 112947,11.00
120061,1,11,Person ID 120061,11.00
125337,1,11,Person ID 125337,11.00
129807,1,11,Person ID 129807,11.00
147060,1,11,Person ID 147060,11.00
101701,1,10,Person ID 101701,10.00
101728,1,10,Person ID 101728,10.00
105649,1,10,Person ID 105649,10.00
106062,1,10,Person ID 106062,10.00
106803,1,10,Person ID 106803,10.00
108162,1,10,Person ID 108162,10.00
108891,1,10,Person ID 108891,10.00
110258,1,10,Person ID 110258,10.00
112152,1,10,Person ID 112152,10.00
120708,1,10,Person ID 120708,10.00
122043,1,10,Person ID 122043,10.00
124313,1,10,Person ID 124313,10.00
124824,1,10,Person ID 124824,10.00
131008,1,10,Person ID 131008,10.00
135984,1,10,Person ID 135984,10.00
143979,1,10,Person ID 143979,10.00
149505,1,10,Person ID 149505,10.00
152948,1,10,Person ID 152948,10.00
159244,1,10,Person ID 159244,10.00
165101,1,10,Person ID 165101,10.00
176672,1,10,Person ID 176672,10.00
100310,1,9,Person ID 100310,9.00
101009,1,9,Person ID 101009,9.00
103414,1,9,Person ID 103414,9.00
104948,1,9,Person ID 104948,9.00
106828,1,9,Person ID 106828,9.00
110246,1,9,Person ID 110246,9.00
110554,1,9,Person ID 110554,9.00
111293,1,9,Person ID 111293,9.00
121017,1,9,Person ID 121017,9.00
121262,1,9,Person ID 121262,9.00
127490,1,9,Person ID 127490,9.00
138247,1,9,Person ID 138247,9.00
141402,1,9,Person ID 141402,9.00
152395,1,9,Person ID 152395,9.00
187056,1,9,Person ID 187056,9.00
102638,1,8,Person ID 102638,8.00
137838,1,8,Person ID 137838,8.00
144567,1,8,Person ID 144567,8.00
147891,1,8,Person ID 147891,8.00
175533,1,8,Person ID 175533,8.00
191903,1,8,Person ID 191903,8.00
102700,1,7,Person ID 102700,7.00
104181,1,7,Person ID 104181,7.00
109127,1,7,Person ID 109127,7.00
109737,1,7,Person ID 109737,7.00
110147,1,7,Person ID 110147,7.00
131996,1,7,Person ID 131996,7.00
132415,1,7,Person ID 132415,7.00
178322,1,7,Person ID 178322,7.00
101409,1,6,Person ID 101409,6.00
101917,1,6,Person ID 101917,6.00
105233,1,6,Person ID 105233,6.00
106034,1,6,Person ID 106034,6.00
106253,1,6,Person ID 106253,6.00
107237,1,6,Person ID 107237,6.00
108219,1,6,Person ID 108219,6.00
108469,1,6,Person ID 108469,6.00
109253,1,6,Person ID 109253,6.00
109799,1,6,Person ID 109799,6.00
111177,1,6,Person ID 111177,6.00
122721,1,6,Person ID 122721,6.00
123238,1,6,Person ID 123238,6.00
123740,1,6,Person ID 123740,6.00
124866,1,6,Person ID 124866,6.00
131383,1,6,Person ID 131383,6.00
134890,1,6,Person ID 134890,6.00
167762,1,6,Person ID 167762,6.00
101519,1,5,Person ID 101519,5.00
106530,1,5,Person ID 106530,5.00
106675,1,5,Person ID 106675,5.00
106812,1,5,Person ID 106812,5.00
107259,1,5,Person ID 107259,5.00
109595,1,5,Person ID 109595,5.00
112761,1,5,Person ID 112761,5.00
121190,1,5,Person ID 121190,5.00
128788,1,5,Person ID 128788,5.00
100312,1,4,Person ID 100312,4.00
105228,1,4,Person ID 105228,4.00
105681,1,4,Person ID 105681,4.00
110101,1,4,Person ID 110101,4.00
111067,1,4,Person ID 111067,4.00
120651,1,4,Person ID 120651,4.00
123789,1,4,Person ID 123789,4.00
138571,1,4,Person ID 138571,4.00
140099,1,4,Person ID 140099,4.00
148766,1,4,Person ID 148766,4.00
124420,1,3,Person ID 124420,3.00
134439,1,3,Person ID 134439,3.00
137227,1,3,Person ID 137227,3.00
143708,1,3,Person ID 143708,3.00
174817,1,3,Person ID 174817,3.00
100059,1,2,Person ID 100059,2.00
100198,1,2,Person ID 100198,2.00
101422,1,2,Person ID 101422,2.00
103094,1,2,Person ID 103094,2.00
103750,1,2,Person ID 103750,2.00
103780,1,2,Person ID 103780,2.00
103945,1,2,Person ID 103945,2.00
105318,1,2,Person ID 105318,2.00
105333,1,2,Person ID 105333,2.00
105860,1,2,Person ID 105860,2.00
108109,1,2,Person ID 108109,2.00
109325,1,2,Person ID 109325,2.00
109524,1,2,Person ID 109524,2.00
109724,1,2,Person ID 109724,2.00
109838,1,2,Person ID 109838,2.00
110282,1,2,Person ID 110282,2.00
111808,1,2,Person ID 111808,2.00
112382,1,2,Person ID 112382,2.00
112444,1,2,Person ID 112444,2.00
112575,1,2,Person ID 112575,2.00
112660,1,2,Person ID 112660,2.00
120227,1,2,Person ID 120227,2.00
120258,1,2,Person ID 120258,2.00
120340,1,2,Person ID 120340,2.00
121042,1,2,Person ID 121042,2.00
122243,1,2,Person ID 122243,2.00
123143,1,2,Person ID 123143,2.00
123319,1,2,Person ID 123319,2.00
123874,1,2,Person ID 123874,2.00
125303,1,2,Person ID 125303,2.00
126109,1,2,Person ID 126109,2.00
126729,1,2,Person ID 126729,2.00
128609,1,2,Person ID 128609,2.00
133670,1,2,Person ID 133670,2.00
134053,1,2,Person ID 134053,2.00
134170,1,2,Person ID 134170,2.00
134729,1,2,Person ID 134729,2.00
135295,1,2,Person ID 135295,2.00
135744,1,2,Person ID 135744,2.00
135898,1,2,Person ID 135898,2.00
135989,1,2,Person ID 135989,2.00
136657,1,2,Person ID 136657,2.00
139599,1,2,Person ID 139599,2.00
140794,1,2,Person ID 140794,2.00
147881,1,2,Person ID 147881,2.00
160232,1,2,Person ID 160232,2.00
189891,1,2,Person ID 189891,2.00
